年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post_green,Treat_green,绿色金融试点DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,Post_carbon,Treat_carbon,碳排放交易DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,carbon_trading,environmental_tax,gfi_std,ln_pop
2006,内蒙古自治区,0.03388995,0.012562,0.003073,0.005531,0.001619,0.002339,0.010769,0.005686,11221.0,2415.05,4944.25,4.64628061530817,2.26950498053294,326803500.3,-6.60976892956465,1244.6,3030.7,3156.2,11733,0,1,0,3.57740717995078,0.0,11163.11,16188.88,1008.33,139.2,211.75,5.52,492.66,9.97,14.38,884.91,0,0,0,1.0414095753456298,0.44062472150432225,2.5407291297972395e-06,0.6129746675431056,0,0,-1.4900853459619237,7.789475269806097
2007,内蒙古自治区,0.0300818,0.01149,0.002861,0.005106,0.001558,0.001964,0.011664,0.005568,12777.0,2428.83,6423.18,5.26055755240177,1.98920161041727,384815642.8,-5.99104560046581,1563.8,3867.4,3854.2,14626,0,1,0,3.23986794305777,0.0,12723.24,18531.51,1213.12,142.82,236.12,6.44,579.46,7.2,26.51,1160.21,0,0,0,0.9965868542173035,0.5027142521718714,1.788833568419381e-06,0.602100517189305,0,0,-1.5154535457929545,7.795164938903684
2008,内蒙古自治区,0.03281616,0.011617,0.00299,0.005311,0.001648,0.001668,0.012553,0.006207,14100.0,2444.33,8496.2,5.76845188661106,1.65956545279066,395443791.0,-4.65436066712177,1761.8,4870.0,4675.6,17758,0,1,0,2.71728515287532,0.0,14100.0,22242.0,1380.64,189.25,260.88,7.24,686.16,13.75,30.53,1220.57,0,0,0,0.960082135523614,0.6025673758865249,1.3673171535509993e-06,0.5731974294390433,0,0,-1.497238456867892,7.80152633572641
2009,内蒙古自治区,0.04566396,0.013816,0.00338,0.006274,0.002055,0.002107,0.013854,0.006751,15344.0,2458.22,9740.25,6.24191488149962,1.57531890865224,407150932.8,-4.18008709016709,1795.8,5494.7,5482.3,19979,0,1,0,2.66960201713366,0.0,15344.0,24047.0,1554.12,191.76,279.51,8.28,738.95,19.66,44.29,1287.93,0,0,0,0.997743279887892,0.6347921011470281,1.4184440851107519e-06,0.5641230974564307,0,0,-1.4116521333803407,7.80719278978228
2010,内蒙古自治区,0.0441595,0.013764,0.003321,0.006115,0.002218,0.00211,0.012516,0.006854,16820.0,2472.18,11672.0,6.80371170384034,1.44105551747772,463259810.9,-3.96898398646333,2073.2,7034.7,6466.4,24005,0,1,0,2.40850270516871,0.0,16820.3,27004.04,1416.87,140.74,325.68,9.35,863.56,15.15,45.3,1536.83,0,0,0,0.9192147497405717,0.693935790725327,1.1792323509252913e-06,0.6026987662782728,0,0,-1.421674176082911,7.812855631460639
2011,内蒙古自治区,0.04264237,0.01277,0.003162,0.005734,0.001754,0.002121,0.013721,0.007267,18737.0,2470.0,14359.88,7.58582995951417,1.30481591768176,512245577.9,-3.56719957200199,2420.0,8883.6,7611.4,28766,0,1,0,2.18035126729488,0.0,18737.0,34684.0,1559.21,118.66,310.24,10.1,922.86,24.61,40.84,1834.0,0,0,0,0.8567922914133909,0.7663916315311949,8.892831973526242e-07,0.6186402671888623,0,0,-1.431780620684529,7.8119734296220225
2012,内蒙古自治区,0.05787758,0.015191,0.003907,0.006831,0.002076,0.002377,0.015935,0.008103,19786.0,2464.0,15880.58,8.03003246753247,1.24592426724968,521494128.9,-3.28384812708352,2567.9,9926.7,8712.7,32203,0,1,0,2.01609935715007,0.0,19785.71,36620.0,1411.86,87.02,302.53,23.19,877.1,16.91,37.84,2016.78,0,0,0,0.8777035671471889,0.8026170019205499,9.56577152723641e-07,0.6250842223646744,0,0,-1.330290434702433,7.80954132465341
2013,内蒙古自治区,0.04825436,0.014539,0.003621,0.006481,0.002122,0.002315,0.014628,0.006004,17681.0,2455.0,16916.5,7.2020366598778,1.04519256347353,549728223.0,-3.24965697987172,2589.2,10913.8,10042.3,35702,0,1,0,1.91398219724656,0.0,17681.0,34915.72,1800.65,411.07,255.23,26.89,658.93,4.76,43.51,2181.9,1,0,0,0.9201469698913303,0.9567614953905322,8.594567434161913e-07,0.6451570951437945,0,0,-1.3943960418812396,7.805882040228621
2014,内蒙古自治区,0.0399726,0.012383,0.003211,0.00557,0.001668,0.001934,0.013763,0.006947,18309.0,2449.0,17770.19,7.47611269906084,1.03032100388347,540970363.3,-3.04425762076826,2671.0,11825.1,11385.2,39181,0,1,0,1.79640226266579,0.0,18309.06,36465.97,1493.66,411.36,271.66,28.36,577.25,4.92,44.53,2416.74,1,0,0,0.962799468926267,0.9705713037304058,6.968411705220935e-07,0.665445895626327,0,0,-1.4495654397864266,7.803435056952168
2015,内蒙古自治区,0.05372512,0.014821,0.003713,0.006562,0.002203,0.002343,0.015224,0.007318,18784.0,2440.0,17831.50878,7.69836065573771,1.05341618770187,534434928.2,-2.99713801447597,2747.9,12665.7,13125.0,43155,0,1,0,1.71577514742415,0.0,18784.0,36283.33,1532.74,383.67,305.76,32.6,475.13,10.6,39.15,2543.0,1,0,0,1.036263293777683,0.9492924180153322,8.311691502304833e-07,0.7102988398943547,0,0,-1.3579522744593653,7.799753318287247
2016,内蒙古自治区,0.06287479,0.01671,0.004092,0.007301,0.002647,0.00267,0.015724,0.007339,19310.0,2436.0,18128.1,7.92692939244663,1.06519712490553,543917871.3,-3.00041301239512,2915.6,12942.0,14995.9,46606,0,1,0,1.62438398605541,0.0,19310.0,36460.55,1635.4,419.55,353.24,34.96,426.62,3.27,45.06,2605.03,1,0,0,1.158700355431927,0.9387933713102019,9.217733794495838e-07,0.7139192744965,0,0,-1.2970012465460772,7.798112628829788
2017,内蒙古自治区,0.06803286,0.016882,0.004262,0.007693,0.002486,0.002441,0.01864,0.007855,19763.0,2433.0,16096.21,8.12289354706124,1.22780455771887,575252587.3,-3.57383873160204,2998.4,13459.8,17369.9,51030,0,1,0,1.56738551218677,0.0,19763.0,38372.19,1669.24,452.25,357.05,42.87,439.2,3.74,52.04,2891.87,1,0,0,1.290502087698183,0.814461873197389,1.0488183243136118e-06,0.8362092691385115,0,0,-1.2626404806879978,7.796880342783522
2018,内蒙古自治区,0.06801843,0.016885,0.004332,0.007646,0.002463,0.002444,0.016823,0.008899,23068.0,2422.0,17289.22,9.52436003303055,1.33424179922518,602380180.8,-3.48413740353816,3084.2,13904.1,19341.4,54763,0,1,0,1.51591455826218,0.0,23068.0,44138.47,2125.06,362.35,352.99,46.85,430.53,2.54,61.97,3353.44,1,0,0,1.3910573140296747,0.749489335876539,9.766201135736604e-07,0.804206320470212,0,1,-1.2627366069234562,7.792348924113037
2019,内蒙古自治区,0.07298959,0.018708,0.004683,0.008404,0.002845,0.002776,0.016104,0.00814,25346.0,2415.0,17212.53,10.4952380952381,1.47253192877514,633092623.7,-3.67809162104583,3647.2,15401.7,20845.2,60104,0,1,0,1.5000536746505,0.0,25346.0,49035.95,2378.28,428.71,367.7,50.03,451.65,1.25,64.18,3653.02,1,0,0,1.3534350104209276,0.679102422472974,1.0868826372415909e-06,0.8947958260639198,0,1,-1.2296209522690895,7.789454566086673
2020,内蒙古自治区,0.06846233,0.017223,0.00439,0.007732,0.002441,0.002661,0.015922,0.008921,27133.65,2402.8,17359.82,11.2925129016148,1.56301447826072,648820703.0,-3.73748519857925,4240.7,15949.2,21352.7,62537,0,1,0,1.47141701078949,0.0,27133.65,51818.89,2617.17,414.72,364.96,34.37,444.25,1.54,69.9,3900.0,1,0,0,1.3387944222907733,0.6397893390679101,9.921185818746968e-07,0.918742245023278,0,1,-1.2597795427571303,7.784390002976006
2021,内蒙古自治区,0.07649329,0.018373,0.004485,0.008532,0.002921,0.002435,0.017837,0.009374,26900.46,2400.0,20514.2,11.208525,1.31130923945365,724230244.1,-3.5303850215948,4323.0,17852.5,23537.9,68913,0,1,0,1.36781889095748,0.0,26900.46,57480.44,2454.94,402.03,406.45,38.76,483.41,2.04,77.96,3957.0,1,0,0,1.3184652009522477,0.7625966247417331,8.956235193183258e-07,0.8702508506302951,0,1,-1.206280862790476,7.783224016336037
2022,内蒙古自治区,0.05972982,0.016686,0.004449,0.007583,0.002446,0.002208,0.015849,0.006691,27980.98,2401.0,23158.6,11.653885880883,1.20823279472852,752075807.9,-3.24750117839593,4601.4,17899.8,25057.4,71917,0,1,0,1.27047633725244,0.0,27680.57334,58792.04,2625.18,344.84,351.62,24.83,617.5,0.72,90.56,4291.16,1,0,0,1.3998703896132918,0.8276550714092216,7.20509875381068e-07,0.7729223700914564,0,1,-1.3179516364788786,7.783640596221253
2023,内蒙古自治区,0.07757044,0.016707,0.00612,0.008342,0.003677,0.003689,0.015568,0.005716,29061.5,2396.0,24627.0,11.653885880883,1.18006659357616,826922305.7,-3.3577874109717,4621.3,18822.8,26568.8,75938,0,1,0,1.2756783895882,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.411522196485114,0.8474098033480721,6.784017541722499e-07,0.7643155885816381,0,1,-1.1991053690604507,7.78155595923534
2024,内蒙古自治区,0.08245426,0.016723,0.006619,0.008528,0.004082,0.004121,0.015371,0.005292,30142.02,2388.0,26314.6,11.653885880883,1.14544853427375,828694740.9,-3.1491823584626,4899.7,19534.6,28796.7,81225,1,1,1,1.21200651315194,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1.4741381958166537,0.8730204545017222,6.355027247231575e-07,0.7423483541456074,0,1,-1.1665715346004677,7.778211474512493
2000,北京市,0.16269861,0.032594,0.008291,0.014864,0.005042,0.004398,0.030336,0.012737,4144.0,1363.6,2478.76,3.03901437371663,1.67180364375736,43071085.8,-1.73760613371202,73.7,794.8,723.2,16236,0,0,0,4.53658228674969,0.616979033139735,4144.0,2719.78,449.08,754.71,106.6,117.6,81.17,89.62,10.9,384.43,0,1,0,0.9099144438852542,0.5981563706563707,1.3149316593780759e-05,0.32064419306427405,0,0,-0.6320194013832418,7.217883540263748
2001,北京市,0.20524373,0.036299,0.009255,0.015643,0.005301,0.006101,0.036093,0.018827,4313.0,1385.1,3710.52,3.11385459533608,1.16237077282968,43247158.22,-1.16552823377855,78.7,858.8,819.4,17523,0,0,0,4.16809156222866,0.720368850737207,4313.0,2675.0,429.62,700.5,138.69,129.25,103.52,78.39,16.74,398.3,0,1,0,0.9541220307405682,0.8603106886158126,9.782725871306447e-06,0.2314500393475847,0,0,-0.3486027539310177,7.233527618181053
2002,北京市,0.19522239,0.035172,0.008771,0.015614,0.005305,0.005482,0.035418,0.017648,4436.0,1423.2,4330.4,3.11691961776279,1.02438573803806,45658759.49,-1.05437741294107,84.2,931.5,911.2,19161,0,0,0,4.06804884448575,0.740814957428478,4436.0,2531.0,378.0,748.0,152.0,145.0,109.0,71.0,21.0,436.0,0,1,0,0.9782071926999464,0.9761947700631198,8.122113430629967e-06,0.21510714945501572,0,0,-0.41536045929837534,7.260663136351625
2003,北京市,0.22581083,0.038508,0.009405,0.016885,0.005751,0.006466,0.041263,0.020318,4648.0,1456.4,5023.77,3.1914309255699,0.925201591633375,49467253.69,-0.984663981233217,89.9,1137.6,1030.3,22371,0,0,0,4.08414499624993,0.75890572393063,4648.2,2674.02,438.25,726.68,165.22,137.94,110.41,66.1,21.19,461.24,0,1,0,0.9056786216596343,1.0808455249569708,7.665159830167383e-06,0.2264434876596659,0,0,-0.21159389063918474,7.283722916301278
2004,北京市,0.21809021,0.039796,0.010065,0.018267,0.005836,0.005628,0.036552,0.019229,5140.0,1492.7,6060.28,3.44342466671133,0.848145630234907,54496232.84,-0.899236220768677,105.3,1348.3,1167.5,25761,0,0,0,3.89549779892895,0.769160126077874,5139.6,2939.41,455.73,809.35,198.39,182.82,131.93,66.96,27.02,510.11,0,1,0,0.8659052139731515,1.1790428015564203,6.5666932880989e-06,0.22248146950305928,0,0,-0.26302522369577463,7.308341839639194
2005,北京市,0.22842478,0.042288,0.010966,0.019001,0.006971,0.005351,0.037427,0.01857,5522.0,1538.0,6969.52,3.59037711313394,0.792307074231798,60571108.79,-0.869085802035147,112.4,1630.5,1415.7,30567,0,0,0,3.71995059106252,0.766371681354264,5521.9,3068.97,397.4,799.6,235.23,189.36,140.86,65.88,32.04,570.54,0,1,0,0.868261269549218,1.2621369069177835,6.067562758984837e-06,0.23394724457351437,0,0,-0.19418091952504188,7.338238150065589
2006,北京市,0.23663397,0.040747,0.010447,0.018054,0.005743,0.006503,0.040176,0.022057,5904.0,1601.0,8117.78,3.68769519050593,0.727292437094871,63804734.58,-0.785987481552838,103.4,1834.5,1600.3,33411,0,0,0,3.57740717995078,0.780291299811264,5904.11,3055.67,348.62,796.12,278.16,233.86,177.49,48.05,40.65,618.99,0,1,0,0.8723357863177977,1.3749627371273712,5.019475768005538e-06,0.22598542951398043,0,0,-0.1394949506501551,7.3783837129967145
2007,北京市,0.23141724,0.044866,0.011062,0.020705,0.007355,0.005744,0.036969,0.016065,6285.0,1676.0,9846.81,3.75,0.638277777269999,63644669.1,-0.64634809750569,107.5,2123.6,1927.3,37976,0,0,0,3.23986794305777,0.800501715234828,6285.04,2984.67,358.19,950.91,324.72,277.1,192.02,42.85,46.64,675.09,0,1,0,0.9075626294970804,1.5667159904534604,4.556399483690658e-06,0.21566375303270804,0,0,-0.17424648331156117,7.424165281042028
2008,北京市,0.28628447,0.050429,0.012699,0.022461,0.007823,0.007447,0.046234,0.02223,6327.0,1771.0,11115.0,3.5725578769057,0.569230769230769,63433749.21,-0.570703996491228,116.6,2659.7,2406.1,45242,0,0,0,2.71728515287532,0.789972724839963,6327.0,2748.0,232.87,1116.76,340.92,318.39,227.22,25.62,60.65,708.15,0,1,0,0.9046509004774975,1.7567567567567568,4.5370220422852e-06,0.23928924876293295,0,0,0.1912545748965268,7.479299637782834
2009,北京市,0.29741866,0.049421,0.012843,0.021911,0.007283,0.007384,0.050397,0.025937,6570.0,1860.0,12153.03,3.53225806451613,0.540605922967359,66458004.93,-0.546843091229101,119.5,2808.7,2781.3,47497,0,0,0,2.66960201713366,0.795159320483191,6570.0,2665.0,211.97,1162.93,363.61,341.93,240.18,42.4,69.4,758.85,0,1,0,0.9902445971445866,1.8497762557077626,4.0665578872100205e-06,0.23111108916870934,0,0,0.2654255914995138,7.528331766707247
2010,北京市,0.30384744,0.051547,0.013332,0.022963,0.007598,0.007653,0.049589,0.025541,6954.0,1961.9,14113.58,3.54452316631836,0.492716943539485,72837360.71,-0.516079979069804,131.7,3259.7,3439.3,54053,0,0,0,2.40850270516871,0.785725804682601,6954.05,2634.62,220.45,1116.29,371.53,392.63,237.42,66.69,74.79,809.9,0,1,0,1.0550970948246772,2.029562841530055,3.6522979995153605e-06,0.23096195295594737,0,0,0.30825126163061023,7.581668670426783
2011,北京市,0.30013647,0.052035,0.013177,0.023823,0.007567,0.007468,0.049668,0.023834,6995.0,2024.0,16251.93,3.45602766798419,0.430410418947165,75482693.02,-0.464453717312344,141.1,3756.3,4215.2,61458,0,0,0,2.18035126729488,0.786982160040394,6995.0,2366.0,33.28,1105.08,389.79,419.88,241.12,74.64,73.56,854.0,0,1,0,1.1221680909405531,2.323363831308077,3.2017735739693684e-06,0.23112947200732467,0,0,0.28353043169298664,7.6128310304073565
2012,北京市,0.30563264,0.051046,0.013069,0.022993,0.008069,0.006916,0.053507,0.025131,7178.0,2078.0,17879.4,3.45428296438884,0.401467610769936,78256629.41,-0.43769158590333,147.9,4134.0,4761.1,66517,0,0,0,2.01609935715007,0.782901777955009,7177.68,2270.0,32.27,1075.77,415.9,443.33,215.82,78.16,92.07,911.94,0,1,0,1.151693275278181,2.4908609640568407,2.855017506180297e-06,0.23121581261116142,0,0,0.32014346922179127,7.639161171659173
2013,北京市,0.30517614,0.050205,0.013001,0.022926,0.007452,0.006826,0.053561,0.02672,6724.0,2125.0,19800.81,3.16423529411765,0.339582067602285,78033659.5,-0.394093269416756,154.8,4407.1,5383.6,71345,0,0,0,1.91398219724656,0.794097735086724,6724.0,2019.23,0.79,870.92,423.61,477.06,193.9,8.3,98.81,913.11,1,1,1,1.2215742778698009,2.944796252230815,2.5355023355105167e-06,0.2225717028747814,1,0,0.31710246946525167,7.661527081358517
2014,北京市,0.33747034,0.05353,0.013538,0.02359,0.008416,0.007987,0.057259,0.030591,6831.0,2171.0,21330.83,3.1464762782128,0.320240703245021,79358140.29,-0.3720349385842,158.8,4615.5,5866.3,74960,0,0,0,1.79640226266579,0.792899983307683,6831.23,1736.54,0.64,1034.62,440.62,507.58,196.46,5.63,113.7,937.05,1,1,1,1.270999891669375,3.1226511491728886,2.509513225692577e-06,0.2163769529830766,1,0,0.5322320518039925,7.682943169878292
2015,北京市,0.32274461,0.051395,0.01309,0.022743,0.007506,0.008056,0.056986,0.028529,6803.0,2188.0,23014.59,3.10923217550274,0.295595098587461,80586565.38,-0.350154251629075,162.3,4489.6,6227.6,75868,0,0,0,1.71577514742415,0.79592066468922,6803.0,1165.18,0.44,991.54,462.75,544.38,182.35,4.91,146.88,953.0,1,1,1,1.3871168923734853,3.383006026752903,2.233148624416077e-06,0.19507625380247923,1,0,0.43413579475061864,7.690743163541872
2016,北京市,0.34693518,0.054795,0.013157,0.025315,0.008343,0.00798,0.060771,0.031119,6917.0,2195.0,25669.13,3.15125284738041,0.269467644598785,74208997.5,-0.289098218365796,168.5,4368.0,6940.8,79647,0,0,0,1.62438398605541,0.822025936695035,6917.0,847.62,0.21,821.0,470.37,594.27,172.69,4.64,162.31,1020.27,1,1,1,1.5890109890109891,3.7110206737024725,2.1346652574512654e-06,0.1701654867149763,1,0,0.595282601936927,7.693937325509272
2017,北京市,0.38616063,0.06344,0.01554,0.028379,0.009048,0.010473,0.06076,0.031292,7088.0,2194.0,28014.94,3.2306289881495,0.253007859377889,76289375.29,-0.272316754167598,169.0,4564.1,7717.5,87280,1,0,0,1.56738551218677,0.826260513415318,7088.0,490.46,0.18,892.54,489.85,644.0,175.11,2.81,164.56,1066.89,1,1,1,1.6909138712999277,3.952446388261851,2.2645060100075175e-06,0.16291664376222117,1,0,0.8565850858364866,7.693481640835175
2018,北京市,0.37520201,0.061512,0.0163,0.02769,0.009483,0.008039,0.060976,0.031406,7270.0,2192.0,30319.98,3.31660583941606,0.239775883757179,77590274.28,-0.272316754167598,175.3,4835.3,8352.3,95689,1,0,0,1.51591455826218,0.831187868764321,7270.0,276.19,0.01,911.78,493.6,691.03,178.78,1.54,187.88,1142.38,1,1,1,1.7273592124583788,4.17056121045392,2.028761232692106e-06,0.15947569886259821,1,1,0.78358363840602,7.692569648067906
2019,北京市,0.40602122,0.067838,0.017318,0.03069,0.009857,0.009973,0.061517,0.032458,7360.0,2190.0,35371.28,3.36073059360731,0.239775883757179,78214222.14,-0.272316754167598,185.4,4947.2,8922.9,101557,1,0,0,1.5000536746505,0.852589589646768,7360.0,182.8,0.0,936.99,500.9,697.8,161.87,0.48,189.4,1166.4,1,1,1,1.8036262936610608,4.17056121045392,1.917883661546882e-06,0.13986488473134137,1,1,0.9888874940615232,7.691656822810547
2020,北京市,0.41015071,0.063077,0.015688,0.028708,0.009795,0.008885,0.067535,0.038439,6762.1,2189.0,36102.55,3.08912745545911,0.239775883757179,77702847.6,-0.272316754167598,210.3,4911.8,8885.9,101068,1,0,0,1.47141701078949,0.853727297918782,6762.0,134.98,0.01,781.77,423.06,457.88,112.55,0.27,189.12,1140.22,1,1,1,1.809092389755283,4.17056121045392,1.7471619040760276e-06,0.13605133155414229,1,1,1.0163963179051854,7.691200097522863
2021,北京市,0.42903389,0.067727,0.016152,0.030958,0.009862,0.010755,0.072294,0.034932,7103.62,2189.0,40269.6,3.24514390132481,0.239775883757179,80052763.58,-0.272316754167598,265.9,5672.7,9746.5,113660,1,0,0,1.36781889095748,0.854664932730767,7103.0,130.78,0.0,776.43,480.02,496.28,130.68,0.61,189.96,1233.0,1,1,1,1.7181412731150951,4.17056121045392,1.6818394024276376e-06,0.14086804934739852,1,1,1.1421876558738382,7.691200097522863
2022,北京市,0.41694424,0.065123,0.01633,0.029626,0.00989,0.009276,0.068069,0.037481,6896.89,2184.0,41610.9,3.15791666666667,0.239775883757179,78882821.54,-0.272316754167598,273.2,5982.3,9876.7,117925,1,0,0,1.27047633725244,0.850786283879963,6896.88757080913,79.29,0.0,774.92,374.82,330.32,125.71,0.2,197.95,1280.8,1,1,1,1.6509870785483844,4.17056121045392,1.5650466584476663e-06,0.1437676185807084,1,1,1.0616517901418632,7.688913336864796
2023,北京市,0.51334968,0.06787,0.021861,0.033646,0.01527,0.01315,0.069196,0.045382,7571.35,2186.0,43760.7,3.46356358645929,0.239775883757179,81035400.62,-0.272316754167598,268.5,5982.6,10486.2,122752,1,0,0,1.2756783895882,0.854839209481908,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.7527830709056262,4.17056121045392,1.5509349713327255e-06,0.13671170707963998,1,1,1.7038619096798155,7.689828668736484
2024,北京市,0.55198369,0.069365,0.02338,0.035091,0.017062,0.014785,0.071068,0.049106,7660.12,2183.0,49843.1,3.5089876316995,0.239775883757179,80742908.89,-0.272316754167598,284.3,6214.3,11525.8,132143,1,0,0,1.21200651315194,0.866342174169932,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1.8547221730524757,4.17056121045392,1.3916670512066866e-06,0.12467723717024022,1,1,1.9612244836209793,7.688455356549944
2000,吉林省,0.10045388,0.020737,0.005218,0.009588,0.003294,0.002638,0.023826,0.011527,3766.0,2681.7,1821.19,1.40433307230488,2.06787869469962,60281574.06,-3.31001016148782,485.1,700.8,817.2,4851,0,0,0,4.53658228674969,0.270373608970877,3766.41,4212.7,170.55,702.63,90.67,3.28,73.74,50.96,2.98,291.37,0,0,0,1.166095890410959,0.48358736059479557,1.1386511017521509e-05,0.38480334286922285,0,0,-1.0466660799722047,7.894206200761917
2001,吉林省,0.09865736,0.022254,0.005558,0.010404,0.002878,0.003414,0.020095,0.010503,3863.0,2690.8,2120.35,1.43563252564293,1.82186903105619,64918080.33,-3.06166813639258,506.0,786.1,883.6,5221,0,0,0,4.16809156222866,0.265450844665342,3863.0,4484.0,162.09,709.33,93.61,3.62,76.59,41.53,3.02,323.36,0,0,0,1.1240300216257473,0.5488868754853741,1.049543707406796e-05,0.37074067960478224,0,0,-1.0586336963634824,7.897593826151451
2002,吉林省,0.11736193,0.023287,0.005773,0.010506,0.003299,0.003709,0.024298,0.013263,4531.0,2699.4,2348.54,1.67852115284878,1.929283725208,70021018.62,-2.98147013123047,536.0,941.8,972.7,5829,0,0,0,4.06804884448575,0.267100704734197,4531.0,4664.0,191.62,731.42,96.99,3.89,85.49,32.03,3.02,344.54,0,0,0,1.0328095136971758,0.5183270801147649,9.91552198387083e-06,0.40101509874219726,0,0,-0.9340321786938778,7.900784805075181
