年份,省份,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,x_绿色信贷,x_绿色投资,x_绿色保险,x_绿色债券,x_绿色支持,x_绿色基金,x_绿色权益,绿色信贷_sum,y_绿色信贷,绿色投资_sum,y_绿色投资,绿色保险_sum,y_绿色保险,绿色债券_sum,y_绿色债券,绿色支持_sum,y_绿色支持,绿色基金_sum,y_绿色基金,绿色权益_sum,y_绿色权益,n,y_lny_绿色信贷,y_lny_绿色投资,y_lny_绿色保险,y_lny_绿色债券,y_lny_绿色支持,y_lny_绿色基金,y_lny_绿色权益,y_lny_绿色信贷_sum,y_lny_绿色投资_sum,y_lny_绿色保险_sum,y_lny_绿色债券_sum,y_lny_绿色支持_sum,y_lny_绿色基金_sum,y_lny_绿色权益_sum,E_绿色信贷,E_绿色投资,E_绿色保险,E_绿色债券,E_绿色支持,E_绿色基金,E_绿色权益,d_绿色信贷,d_绿色投资,d_绿色保险,d_绿色债券,d_绿色支持,d_绿色基金,d_绿色权益,d_sum,W_绿色信贷,W_绿色投资,W_绿色保险,W_绿色债券,W_绿色支持,W_绿色基金,W_绿色权益,Score_绿色信贷,Score_绿色投资,Score_绿色保险,Score_绿色债券,Score_绿色支持,Score_绿色基金,Score_绿色权益,能源消费总量,年末常住人口,地区生产总值,人均能源消耗,能源强度,CO2排放量,碳排放强度,第一产业增加值,第二产业增加值,第三产业增加值,人均地区生产总值,Post,Treat,DID,全国均值,减排效率,能源消费总量.1,煤炭消费量,焦炭消费量,原油消费量,汽油消费量,煤油消费量,柴油消费量,燃料油消费量,天然气消费量,电力消费量,rel_year,产业结构高级化,能源利用效率,绿色信贷规模,carbon_trading,environmental_tax,gfi_std,ln_GDP,ln_pop
2020,上海市,0.59847158,0.09572,0.023625,0.043758,0.014409,0.013929,0.091797,0.04499,0.6992631,0.51804975,0.62962453,0.39743293,0.38860034,0.93267077,0.73375344,217.69486,0.00321213,169.97573,0.00304779,197.11803,0.00319415,134.47093,0.00295553,134.86767,0.00288135,294.9318,0.00316233,243.86163,0.00300889,775,-0.01844024,-0.01765686,-0.01835497,-0.01721324,-0.01685442,-0.01820377,-0.01747018,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.08647349,0.07300828,0.07884483,0.06329763,0.06824465,0.12472466,0.10387804,11099.59,2488.22,38700.58,4.460855551358,0.286806812714435,192402586.4,0.497156855013542,2539.9,6263.0,9057.5,46355,1,0,0,1.47141701078949,-0.662123754606594,11099.59,4168.01,631.9,2500.41,465.49,500.57,441.7,640.36,94.23,1576.0,3,1.4461919208047262,3.4866675255572503,2.4733479446561265e-06,1,1,2.270906109408561,10.563609865985672,7.819322874387159
2021,上海市,0.5940209,0.087749,0.021623,0.038967,0.012987,0.014173,0.097842,0.051152,0.63673951,0.47071874,0.55599075,0.35539213,0.39600153,1.0,0.84369428,217.69486,0.00292492,169.97573,0.00276933,197.11803,0.0028206,134.47093,0.00264289,134.86767,0.00293622,294.9318,0.00339061,243.86163,0.00345973,775,-0.0170654,-0.01630899,-0.01655919,-0.01568789,-0.01712003,-0.01928156,-0.01960476,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.07874158,0.06633797,0.06962403,0.05660195,0.06954442,0.1337285,0.11944244,11683.02,2489.0,43214.9,4.69386098834873,0.270347033083497,201767860.3,0.466894196908937,2730.9,6850.5,9877.2,50476,1,0,0,1.36781889095748,-0.658657882271161,11683.02,4003.15,616.35,2282.38,484.99,552.69,463.1,647.02,97.75,1750.0,4,1.4418217648346836,3.698949415476478,2.03052650821823e-06,1,1,2.2412576607854833,10.673940622172722,7.819636302367592
2022,上海市,0.61285799,0.100221,0.024978,0.044987,0.015939,0.014317,0.091562,0.042703,0.73457349,0.55004336,0.64852202,0.44266431,0.40037691,0.93005723,0.69294023,217.69486,0.00337433,169.97573,0.00323601,197.11803,0.00329002,134.47093,0.0032919,134.86767,0.00296866,294.9318,0.00315347,243.86163,0.00284153,775,-0.01920518,-0.01855339,-0.01880858,-0.01881744,-0.01727657,-0.01816161,-0.01666106,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.0908401,0.07751711,0.08121127,0.07050146,0.07031281,0.12437515,0.09810008,10951.01,2475.0,44652.8,4.42465050505051,0.245248002364913,206378134.7,0.462184084088792,2862.3,7052.7,10095.4,51921,1,0,0,1.27047633725244,-0.636211969844065,10951.01,3856.82,618.88,2096.48,396.7,373.19,391.25,608.32,95.0,1745.55,5,1.431423426489146,4.077505179887518,2.2444505159810806e-06,1,1,2.3667419676943795,10.706672294304862,7.813995675002791
2023,上海市,0.82802822,0.122379,0.038018,0.060693,0.028577,0.024146,0.094968,0.043939,0.90837698,0.85834652,0.88990756,0.81621832,0.69825205,0.96798846,0.7149913,217.69486,0.00417271,169.97573,0.00504982,197.11803,0.00451459,134.47093,0.00606985,134.86767,0.00517731,294.9318,0.00328208,243.86163,0.00293195,775,-0.02286306,-0.02670547,-0.02438079,-0.03098307,-0.02725062,-0.01877111,-0.01709941,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.11233329,0.120966,0.11143882,0.12999599,0.12262462,0.12944764,0.10122187,11793.0,2487.0,47218.7,4.74185765983112,0.249752746263663,214378745.6,0.454012384076648,2894.3,7311.4,10707.5,54172,1,0,0,1.2756783895882,-0.644101218785082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.4644938041961868,4.003959976257101,2.5917486080726494e-06,1,1,3.070359365032423,10.7625452795532,7.818832443803404
2024,上海市,0.9315855,0.134059,0.044009,0.067856,0.034794,0.028759,0.097347,0.04438,1.0,1.0,1.0,1.0,0.83803982,0.99448541,0.72286539,217.69486,0.00459359,169.97573,0.00588319,197.11803,0.0050731,134.47093,0.00743655,134.86767,0.00621379,294.9318,0.00337192,243.86163,0.00296424,775,-0.02472771,-0.03021405,-0.02680527,-0.03644913,-0.03157218,-0.01919387,-0.01725526,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.12366373,0.1409291,0.12522516,0.1592662,0.14717366,0.13299104,0.10233661,12634.99,2480.0,53926.7,5.09475403225806,0.239775883757179,211640014.7,0.392458679466758,2971.7,7097.6,12597.9,58685,1,0,0,1.21200651315194,-0.676190948474253,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1.774952096483318,4.17056121045392,2.4859485190082096e-06,1,1,3.070359365032423,10.89538099602702,7.8160138391590275
2000,云南省,0.01025261,0.008734,0.00217,0.00391,0.001276,0.001378,0.008061,0.004484,0.01694289,0.01080034,0.01718261,0.0092358,0.0082653,1e-05,0.01101779,217.69486,7.783e-05,169.97573,6.354e-05,197.11803,8.717e-05,134.47093,6.868e-05,134.86767,6.128e-05,294.9318,3.391e-08,243.86163,4.518e-05,775,-0.00073634,-0.00061404,-0.00081483,-0.00065839,-0.00059446,-5.832e-07,-0.00045202,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00209522,0.00152208,0.00215169,0.00147095,0.00145152,1.337e-06,0.0015598,3468.33,4240.8,1955.09,0.8178480475382,1.77400017390504,72148289.67,3.69027971448885,40.1,80.9,142.7,5138,0,0,0,4.53658228674969,-0.186550693620767,3468.33,3062.04,360.0,0.0,90.79,19.24,55.46,11.17,5.17,273.58,-17,1.763906056860321,0.5636978026889021,4.467313525208558e-06,0,0,-1.6268113596378475,7.578191507165478,8.352507209673597
2001,云南省,0.01352165,0.009364,0.00233,0.004297,0.001384,0.001352,0.008874,0.004405,0.02188077,0.01459235,0.02313517,0.0124358,0.00746423,0.00905754,0.009603,217.69486,0.00010051,169.97573,8.585e-05,197.11803,0.00011737,134.47093,9.248e-05,134.86767,5.534e-05,294.9318,3.071e-05,243.86163,3.938e-05,775,-0.00092523,-0.0008038,-0.0010622,-0.000859,-0.00054249,-0.00031911,-0.00039939,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00270586,0.00205649,0.0028971,0.0019806,0.00131084,0.00121125,0.0013595,3741.03,4287.4,2138.31,0.872563791575314,1.74952649522286,75128763.94,3.51346455565376,44.7,96.1,159.3,5774,0,0,0,4.16809156222866,-0.157056772098566,3490.0,3101.0,380.36,0.0,111.47,20.55,114.45,8.68,5.29,347.07,-16,1.6576482830385018,0.5715832270791733,4.379159242579421e-06,0,0,-1.6257698921637238,7.6677710763969165,8.363435767587035
2002,云南省,0.01116783,0.008579,0.002159,0.00384,0.001316,0.001264,0.008439,0.004917,0.01573023,0.01055353,0.01610586,0.01041472,0.00481109,0.00420754,0.01873352,217.69486,7.226e-05,169.97573,6.209e-05,197.11803,8.171e-05,134.47093,7.745e-05,134.86767,3.567e-05,294.9318,1.427e-05,243.86163,7.682e-05,775,-0.000689,-0.00060145,-0.00076905,-0.00073313,-0.00036533,-0.00015918,-0.0007278,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00194526,0.0014873,0.00201686,0.00165871,0.00084491,0.00056267,0.00265212,4131.31,4333.1,2312.82,0.953430569338349,1.78626525194351,78746649.47,3.4047893683901,45.3,113.0,182.3,6478,0,0,0,4.06804884448575,-0.163041178080913,4131.0,3556.0,590.14,0.0,97.6,18.95,179.35,8.53,5.14,393.46,-15,1.6132743362831858,0.5598272702847281,3.709324547522072e-06,0,0,-1.6268113596378475,7.746222838191554,8.374038500171961
2003,云南省,0.01969506,0.00973,0.002507,0.004278,0.001412,0.001534,0.010086,0.00534,0.02475866,0.01876827,0.02283492,0.01325389,0.01298333,0.02255383,0.02628888,217.69486,0.00011373,169.97573,0.00011042,197.11803,0.00011584,134.47093,9.856e-05,134.86767,9.627e-05,294.9318,7.647e-05,243.86163,0.0001078,775,-0.00103287,-0.00100604,-0.00104992,-0.00090923,-0.00089032,-0.00072484,-0.0009848,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00306175,0.002645,0.00285951,0.0021109,0.00228009,0.00301609,0.00372174,4449.97,4375.6,2556.02,1.01699652619069,1.74097620519401,93734727.01,3.66721414582046,46.0,132.2,206.8,7248,0,0,0,4.08414499624993,-0.10208522244247,4449.97,4613.54,759.23,0.0,106.1,20.02,207.45,5.69,5.6,409.79,-14,1.5642965204236008,0.5743903891486909,3.806699478094851e-06,0,0,-1.5846453832764995,7.846206640192947,8.383798932245636
2004,云南省,0.02227083,0.010077,0.002543,0.004579,0.001639,0.001317,0.010465,0.005761,0.02748025,0.01962144,0.02746513,0.01995365,0.00640617,0.02677794,0.03379239,217.69486,0.00012623,169.97573,0.00011544,197.11803,0.00013933,134.47093,0.00014839,134.86767,4.75e-05,294.9318,9.079e-05,243.86163,0.00013857,775,-0.00113324,-0.00104664,-0.00123709,-0.00130813,-0.00047285,-0.00084501,-0.00123109,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00339831,0.00276523,0.00343932,0.00317794,0.00112503,0.00358097,0.00478401,5209.81,4415.2,3081.91,1.17997146222142,1.69044845566548,108853628.3,3.5320184009267,58.1,154.4,231.2,8275,0,0,0,3.89549779892895,-0.0933075608724984,5209.81,5688.54,1046.32,0.06,111.47,23.5,238.69,7.54,5.76,475.19,-13,1.4974093264248702,0.591559001191982,3.2697255922463666e-06,0,0,-1.5674867503238126,8.033304813636677,8.39280841212529
2005,云南省,0.02612825,0.010511,0.002641,0.004714,0.001635,0.00152,0.01129,0.005979,0.03088473,0.02195598,0.02954157,0.01985519,0.01257337,0.03596518,0.03768731,217.69486,0.00014187,169.97573,0.00012917,197.11803,0.00014987,134.47093,0.00014765,134.86767,9.323e-05,294.9318,0.00012194,243.86163,0.00015454,775,-0.00125707,-0.00115665,-0.0013197,-0.0013024,-0.00086519,-0.00109895,-0.00135613,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00381932,0.00309424,0.00369935,0.00316226,0.00220809,0.00480957,0.00533542,6023.97,4450.4,3461.73,1.35357945353227,1.74016171105199,119192719.3,3.44315470299532,62.8,190.3,246.3,9233,0,0,0,3.71995059106252,-0.0744084850837068,6024.0,6681.53,1223.36,0.07,122.95,28.71,283.9,3.91,6.12,557.25,-12,1.2942722017866526,0.5746592363507786,3.0363431001262372e-06,0,0,-1.5417903356888285,8.149523743093422,8.400749258761083
2006,云南省,0.03675201,0.012248,0.002971,0.005527,0.001866,0.001885,0.012034,0.006829,0.04450278,0.02973815,0.04202678,0.0266619,0.02361444,0.04425398,0.05285985,217.69486,0.00020443,169.97573,0.00017496,197.11803,0.00021321,134.47093,0.00019827,134.86767,0.00017509,294.9318,0.00015005,243.86163,0.00021676,775,-0.00173667,-0.00151353,-0.00180229,-0.00169045,-0.00151459,-0.00132111,-0.00182876,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00550338,0.00419097,0.00526281,0.00424634,0.00414709,0.00591802,0.00748341,6620.57,4483.0,3988.14,1.47681686370734,1.66006459151384,141647714.3,3.55172371832483,65.8,228.1,291.2,10728,0,0,0,3.57740717995078,-0.007179350947214,6640.58,7482.0,1252.01,0.07,128.12,35.06,331.66,4.72,5.45,645.62,-11,1.2766330556773344,0.6023861993755825,3.0711058287823396e-06,0,0,-1.4710195764916034,8.2910802357815,8.40804774415544
2007,云南省,0.03435567,0.012328,0.003155,0.005579,0.00178,0.001813,0.012134,0.005818,0.04513059,0.03410397,0.04283508,0.02413546,0.02144027,0.04536132,0.03481683,217.69486,0.00020731,169.97573,0.00020064,197.11803,0.00021731,134.47093,0.00017948,134.86767,0.00015897,294.9318,0.0001538,243.86163,0.00014277,775,-0.00175827,-0.00170825,-0.00183281,-0.00154813,-0.0013905,-0.00135036,-0.00126415,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00558102,0.00480624,0.00536403,0.00384396,0.00376527,0.0060661,0.00492905,7132.63,4514.0,4772.52,1.58011298183429,1.49452071442341,160580656.8,3.36469321867693,81.6,275.3,363.2,13100,0,0,0,3.23986794305777,-0.0,7173.26,7620.45,1377.39,0.11,158.11,36.18,382.15,5.04,5.49,745.52,-10,1.3192880494006538,0.6691108328905327,2.583121705095002e-06,0,0,-1.4869829266703234,8.470629746266868,8.414938957377482
2008,云南省,0.02901633,0.010785,0.0028,0.00492,0.001658,0.001407,0.012399,0.006193,0.03303361,0.02571362,0.03270329,0.02053363,0.00912925,0.04831544,0.04151623,217.69486,0.00015174,169.97573,0.00015128,197.11803,0.00016591,134.47093,0.0001527,134.86767,6.769e-05,294.9318,0.00016382,243.86163,0.00017025,775,-0.00133432,-0.0013307,-0.00144407,-0.00134178,-0.00064987,-0.00142797,-0.00147743,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00408506,0.0036238,0.00409527,0.00327031,0.00160325,0.00646115,0.00587748,7510.82,4543.0,5692.12,1.65327316751046,1.31951188660815,164535197.3,2.89057850677779,103.6,350.3,443.0,16220,0,0,0,2.71728515287532,-0.0,7511.0,7916.0,1331.43,0.06,178.86,38.19,411.95,5.2,5.28,829.44,-9,1.2646303168712532,0.7578559997443688,1.8947246368664046e-06,0,0,-1.5225512325631627,8.646838041208177,8.421342865759403
2009,云南省,0.02745206,0.010997,0.00285,0.004964,0.001692,0.001491,0.012041,0.005365,0.0346911,0.02689735,0.03337975,0.02151548,0.01167508,0.04433509,0.02673953,217.69486,0.00015936,169.97573,0.00015824,197.11803,0.00016934,134.47093,0.00016,134.86767,8.657e-05,294.9318,0.00015032,243.86163,0.00010965,775,-0.00139347,-0.00138484,-0.00147047,-0.00139846,-0.0008098,-0.00132325,-0.00099982,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00429003,0.00379062,0.00417998,0.00342669,0.00205034,0.00592886,0.00378554,8032.06,4571.0,6169.75,1.75717786042441,1.30184529356943,169992074.3,2.7552506065886,105.3,365.7,468.7,16907,0,0,0,2.66960201713366,-0.0,8032.0,8886.0,1276.33,0.07,193.27,37.24,437.7,5.16,4.52,891.19,-8,1.2816516270166805,0.7681404272378443,1.7824060942501722e-06,0,0,-1.5329717028570553,8.727413597439957,8.427487278331744
2010,云南省,0.0394844,0.013189,0.003331,0.005981,0.002018,0.00186,0.012572,0.00618,0.05188935,0.03824705,0.04901148,0.03116079,0.02286086,0.05024692,0.04127214,217.69486,0.00023836,169.97573,0.00022501,197.11803,0.00024864,134.47093,0.00023173,134.86767,0.00016951,294.9318,0.00017037,243.86163,0.00016924,775,-0.00198832,-0.00188998,-0.00206359,-0.00193956,-0.00147176,-0.00147838,-0.00146974,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00641683,0.00539012,0.00613747,0.00496286,0.00401475,0.00671944,0.00584293,8674.17,4601.6,7224.18,1.88503346662031,1.20071343737282,181081817.6,2.50660722185771,132.6,444.2,567.4,20418,0,0,0,2.40850270516871,-0.0,8674.17,9349.4,1231.21,0.06,232.49,47.44,562.04,5.62,3.64,1004.07,-7,1.2773525438991444,0.8328381850943664,1.8256743325886119e-06,0,0,-1.452817610829455,8.88518901172992,8.434159348086673
2011,云南省,0.05270948,0.015198,0.003744,0.006867,0.00206,0.002527,0.014192,0.006985,0.0676436,0.04801873,0.06262447,0.03241494,0.04307371,0.06828825,0.0556321,217.69486,0.00031073,169.97573,0.0002825,197.11803,0.0003177,134.47093,0.00024106,134.86767,0.00031938,294.9318,0.00023154,243.86163,0.00022813,775,-0.00250961,-0.00230857,-0.00255889,-0.00200811,-0.00257071,-0.00193816,-0.001913,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00836506,0.00676724,0.00784216,0.0051626,0.00756446,0.00913208,0.00787588,9540.28,4620.0,8893.12,2.06499567099567,1.07277086107013,196406396.0,2.20852069914721,152.6,553.1,664.6,24233,0,0,0,2.18035126729488,-0.0,9540.0,9664.0,1218.44,0.02,250.34,51.12,609.84,2.59,4.2,1204.0,-6,1.2015910323630445,0.9321655129618838,1.7089615343096683e-06,0,0,-1.364718015954944,9.093033223067737,8.438149984075784
2012,云南省,0.05179508,0.014877,0.0038,0.006729,0.002207,0.00214,0.014234,0.007292,0.06512798,0.04935654,0.06051402,0.0367533,0.03135359,0.06875956,0.06111842,217.69486,0.00029917,169.97573,0.00029037,197.11803,0.00030699,134.47093,0.00027332,134.86767,0.00023248,294.9318,0.00023314,243.86163,0.00025063,775,-0.00242762,-0.00236491,-0.00248318,-0.00224254,-0.00194507,-0.00194993,-0.00207809,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00805397,0.00695577,0.00757788,0.00585356,0.00550621,0.00919511,0.00865258,10433.68,4631.0,10309.47,2.25300798963507,1.01204814602497,212197155.4,2.05827414406366,174.2,620.2,734.1,26839,0,0,0,2.01609935715007,-0.0,10433.68,9850.0,1338.87,0.02,287.51,56.06,650.89,2.61,4.3,1313.62,-5,1.1836504353434376,0.9880952837349812,1.4430421738459883e-06,0,0,-1.3708093416447134,9.240818169288099,8.440528106480752
2013,云南省,0.0517907,0.01425,0.003782,0.006459,0.002085,0.001924,0.015686,0.007587,0.06021404,0.04892629,0.05636084,0.03315288,0.02480072,0.08493317,0.06638336,217.69486,0.0002766,169.97573,0.00028784,197.11803,0.00028592,134.47093,0.00024654,134.86767,0.00018389,294.9318,0.00028798,243.86163,0.00027222,775,-0.00226615,-0.00234681,-0.00233308,-0.00204827,-0.00158166,-0.00234776,-0.00223461,-6.4762184,-6.4515561,-6.4739881,-6.4253629,-6.4020076,-6.4618417,-6.4506396,0.97344833,0.96974131,0.97311308,0.96580418,0.96229362,0.97128734,0.96960354,0.02655167,0.03025869,0.02688692,0.03419582,0.03770638,0.02871266,0.03039646,0.21470859,0.12366373,0.1409291,0.12522516,0.1592662,0.17561655,0.1337285,0.14157076,0.00744629,0.00689514,0.00705779,0.00528013,0.00435542,0.01135798,0.00939794,10072.09,4641.0,11832.31,2.17024132730015,0.851236149154307,221424996.0,1.87135898231199,204.7,681.0,827.6,30005,0,0,0,1.91398219724656,-0.0222693894414938,10072.0,9783.09,1347.57,0.03,280.01,63.73,559.81,3.24,4.27,1459.81,-4,1.2152716593245227,1.1747621397346528,1.2043295011709465e-06,0,0,-1.3708385192546446,9.378589204182644,8.442685139241176
